project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_quality,species_individual_name,transcriber,abundance,confidence,Vocalization,Interval,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,comment,species_comment,original_file_name
SK Pyrodiversity,ECCC,13-UEB33-IS,2019-06-27,4:18:00,Transcribed,55.35027,-104.42376,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,58km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,58km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UEB33-IS_20190627_041800.wav
SK Pyrodiversity,ECCC,13-UEB33-IS,2019-06-27,4:18:00,Transcribed,55.35027,-104.42376,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,58km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,58km,9,7.9,93,0,7,3,,97.34,,,NA,,quiet,13-UEB33-IS_20190627_041800.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,AMCR,Corvus brachyrhynchos,American Crow,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Call,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,COLO,Gavia immer,Common Loon,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,RESQ,Tamiasciurus hudsonicus,Red Squirrel,MAMMALIA,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Non-vocal,2-3 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,RUGR,Bonasa umbellus,Ruffed Grouse,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,drumming,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,0,0,None,2,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,Different louder song than SWTH1 that occurs 1 second earlier.,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,UNWA, ,Unknown Warbler,UNKNOWN,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,To Be Checked,Song,1-2 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,BLBW?,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,Down singer ending at 3.7 kHz.,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,Much fainter than WTSP1. This down singer ends at 3.2 kHz.,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UEB32-NH,2019-06-27,4:19:00,Transcribed,55.266,-104.4322,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,55km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,55km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UEB32-NH_20190627_041900.wav
SK Pyrodiversity,ECCC,13-UDB91-CD,2019-06-27,4:22:00,Transcribed,55.174796,-105.03769,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,15km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,15km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UDB91-CD_20190627_042200.wav
SK Pyrodiversity,ECCC,13-UDB91-CD,2019-06-27,4:22:00,Transcribed,55.174796,-105.03769,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,15km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,15km,9,7.9,93,0,7,3,,97.34,,,NA,,Faint,13-UDB91-CD_20190627_042200.wav
SK Pyrodiversity,ECCC,13-UDB91-CD,2019-06-27,4:22:00,Transcribed,55.174796,-105.03769,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,0,0,None,2,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,15km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,15km,9,7.9,93,0,7,3,,97.34,,,NA,,Louder than SWTH1,13-UDB91-CD_20190627_042200.wav
SK Pyrodiversity,ECCC,13-UDB91-CD,2019-06-27,4:22:00,Transcribed,55.174796,-105.03769,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,15km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,15km,9,7.9,93,0,7,3,,97.34,,,NA,,,13-UDB91-CD_20190627_042200.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,0,0,0,0,None,2,Avery Bartels,1,Confident,Call,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,0,0,0,0,None,3,Avery Bartels,1,Confident,Song,1-2 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,AMRE,Setophaga ruticilla,American Redstart,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,To Be Checked,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,not 100% certain,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,CEDW,Bombycilla cedrorum,Cedar Waxwing,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Call,2-3 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,not audible but looks like CEDW,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,COLO,Gavia immer,Common Loon,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Call,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,COLO,Gavia immer,Common Loon,AVES,3m 1SPR,0,0,0,0,None,2,Avery Bartels,1,Confident,Call,1-2 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,MAWA,Setophaga magnolia,Magnolia Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,RNGR,Podiceps grisegena,Red-necked Grebe,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,duet,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,RNGR,Podiceps grisegena,Red-necked Grebe,AVES,3m 1SPR,0,0,0,0,None,2,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,duet,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Avery Bartels,1,Confident,Song,2-3 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,UNTR, ,Unknown Trill,UNKNOWN,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,To Be Checked,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,too quiet,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WIWA,Cardellina pusilla,Wilson's Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,2-3 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,3,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,4,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,5,Avery Bartels,1,Confident,Song,2-3 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,6,Avery Bartels,1,Confident,Song,2-3 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEB12-SF,2019-06-27,5:20:00,Transcribed,55.2821,-104.75439,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,7,Avery Bartels,1,Confident,Song,2-3 min,LA RONGE A,379.20m,36km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,36km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEB12-SF_20190627_052000.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,0,0,1,0,None,2,Robert Wapple,1,Confident,Call,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,AMCR,Corvus brachyrhynchos,American Crow,AVES,3m 1SPR,0,0,1,0,None,1,Robert Wapple,1,Confident,Call,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,COLO,Gavia immer,Common Loon,AVES,3m 1SPR,0,0,1,0,None,1,Robert Wapple,1,Confident,Call,2-3 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,COTE,Sterna hirundo,Common Tern,AVES,3m 1SPR,0,0,1,0,None,1,Robert Wapple,1,Confident,Call,1-2 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,COTE,Sterna hirundo,Common Tern,AVES,3m 1SPR,0,0,1,0,None,2,Robert Wapple,1,Confident,Song,1-2 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,0,0,1,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,1,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,1,0,None,2,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,2,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEA19-WF,2019-06-27,5:22:00,Transcribed,55.03035,-104.81905,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,3,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,32km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,32km,9.1,8,93,0,,0,,97.37,,,NA,,,13-UEA19-WF_20190627_052200.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,AMCR,Corvus brachyrhynchos,American Crow,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Call,0-1 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,CORA,Corvus corax,Common Raven,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Call,2-3 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,HERG,Larus argentatus,Herring Gull,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Call,2-3 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-27,7:17:00,Transcribed,55.51974,-104.55754,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,7.4,21.3,14.4,0,0,0,,LA RONGE RCS,378.60m,61km,14.7,9.8,73,0,13,4,,97.46,,,NA,,,13-UEB25-BS_20190627_071700.wav
