project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_quality,species_individual_name,transcriber,abundance,confidence,Vocalization,Interval,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,comment,species_comment,original_file_name
SK Pyrodiversity,ECCC,13-UDB81-CC,2019-06-17,4:20:00,Transcribed,55.14742,-105.17054,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,1,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,6km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,6km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-CC_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-CC,2019-06-17,4:20:00,Transcribed,55.14742,-105.17054,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,2,Guest Angela,1,Confident,Song,1-2 min,LA RONGE A,379.20m,6km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,6km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-CC_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-CC,2019-06-17,4:20:00,Transcribed,55.14742,-105.17054,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,3,Guest Angela,1,Confident,Song,2-3 min,LA RONGE A,379.20m,6km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,6km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-CC_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-CC,2019-06-17,4:20:00,Transcribed,55.14742,-105.17054,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,4,Guest Angela,1,Confident,Song,6-7 min,LA RONGE A,379.20m,6km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,6km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-CC_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-CC,2019-06-17,4:20:00,Transcribed,55.14742,-105.17054,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,10m 1SPR,0,0,0,0,None,1,Guest Angela,1,Confident,Song,7-8 min,LA RONGE A,379.20m,6km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,6km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-CC_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,2-3 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,AMCR,Corvus brachyrhynchos,American Crow,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Call,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,AMCR,Corvus brachyrhynchos,American Crow,AVES,10m 1SPR,0,0,0,0,None,2,Chris Chutter,1,Confident,Call,1-2 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,COLO,Gavia immer,Common Loon,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Call,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,COLO,Gavia immer,Common Loon,AVES,10m 1SPR,0,0,0,0,None,2,Chris Chutter,1,Confident,Call,1-2 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,MYWA,Setophaga coronata coronata,Myrtle Warbler,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,To Be Checked,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,SOSP,Melospiza melodia,Song Sparrow,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,SOSP,Melospiza melodia,Song Sparrow,AVES,10m 1SPR,0,0,0,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,WIWR,Troglodytes hiemalis,Winter Wren,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,3,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,4,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,5,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB81-EB,2019-06-17,4:20:00,Transcribed,55.22623,-105.2553,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,0,0,None,6,Chris Chutter,1,Confident,Song,6-7 min,LA RONGE A,379.20m,9km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,9km,6.2,4.8,91,0,26,3,,97.4,,,NA,,,13-UDB81-EB_20190617_042000.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,10m 1SPR,0,0,1,0,None,2,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,10m 1SPR,0,0,1,0,None,3,Guest Angela,1,Confident,Call,6-7 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,AMCR,Corvus brachyrhynchos,American Crow,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Call,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,AMRO,Turdus migratorius,American Robin,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,CHSP,Spizella passerina,Chipping Sparrow,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,6-7 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,COLO,Gavia immer,Common Loon,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Call,6-7 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,LIAI, ,Light aircraft,ABIOTIC,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Non-vocal,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,8-9 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,SOSP,Melospiza melodia,Song Sparrow,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,SOSP,Melospiza melodia,Song Sparrow,AVES,10m 1SPR,0,0,1,0,None,2,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,SOSP,Melospiza melodia,Song Sparrow,AVES,10m 1SPR,0,0,1,0,None,3,Guest Angela,1,Confident,Song,1-2 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,SPSA,Actitis macularius,Spotted Sandpiper,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Call,8-9 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,1,0,None,2,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,1,0,None,3,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,1,0,None,4,Guest Angela,1,Confident,Song,1-2 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,1,0,None,5,Guest Angela,1,Confident,Song,1-2 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,10m 1SPR,0,0,1,0,None,6,Guest Angela,1,Confident,Song,2-3 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,YEWA,Setophaga petechia,Yellow Warbler,AVES,10m 1SPR,0,0,1,0,None,1,Guest Angela,1,Confident,Song,0-1 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UDB62-BB,2019-06-17,4:21:00,Transcribed,55.24411,-105.53696,,YEWA,Setophaga petechia,Yellow Warbler,AVES,10m 1SPR,0,0,1,0,None,2,Guest Angela,1,Confident,Song,1-2 min,LA RONGE A,379.20m,20km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,20km,6.2,4.8,91,0,26,3,,97.4,,,NA,one plane,,13-UDB62-BB_20190617_042100.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,0,0,0,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,AMRO,Turdus migratorius,American Robin,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,CEDW,Bombycilla cedrorum,Cedar Waxwing,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,To Be Checked,Call,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,CEDW,Bombycilla cedrorum,Cedar Waxwing,AVES,3m 1SPR,0,0,0,0,None,2,Chris Chutter,1,To Be Checked,Call,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,1-2 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,0,0,0,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,GRAJ,Perisoreus canadensis,Gray Jay,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Call,1-2 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,MOWA,Geothlypis philadelphia,Mourning Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,To Be Checked,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,Could be MYWA,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,3,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
SK Pyrodiversity,ECCC,13-UEB25-BS,2019-06-17,5:15:00,Transcribed,55.51974,-104.55754,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,4,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,61km,3.5,24.8,14.2,0,0,0,,LA RONGE RCS,378.60m,61km,6.1,4.6,90,0,,0,,97.43,,,NA,,,13-UEB25-BS_20190617_051500.wav
